pair,year_season,BC,area_overlap_m2,foi_cor,foi_space,num_contacts,num_locs
"(np.int64(151607), np.int64(155167))",2024_Gestation,0.2999568381182037,4442625.696122019,4.3679813436179954e-07,2.177537190549221e-08,57,14688
"(np.int64(151608), np.int64(155128))",2024_Gestation,0.992171479675739,6507512.420317987,0.00018540600461092142,9.447208042138678e-07,1950,3726
"(np.int64(151608), np.int64(155139))",2024_Gestation,0.004597991831619605,211948.53774976954,,,0,14921
"(np.int64(151608), np.int64(155148))",2024_Fawning,0.03558971186983071,237212.21497777462,-3.137606384670505e-08,1.3673035980473968e-08,0,8784
"(np.int64(151608), np.int64(155148))",2024_Gestation,0.179052901397444,3717426.003081627,-9.783449250471445e-08,1.0349905070146093e-07,0,14921
"(np.int64(151608), np.int64(155166))",2024_Gestation,7.026568043017976e-05,1614339.5704339624,,,0,14921
"(np.int64(151608), np.int64(155167))",2024_Gestation,0.07431672193907633,7785588.116662878,-5.437449680332489e-09,1.158993349557295e-09,0,14789
"(np.int64(151609), np.int64(151611))",2023_Fawning,0.04931944453612711,212859.24387147545,-2.0480774186575558e-07,7.92558822760984e-08,0,8784
"(np.int64(151610), np.int64(155165))",2024_Gestation,0.18807753651926423,3499018.976097169,2.8636623380384706e-07,2.170072208232545e-08,7,14646
"(np.int64(151610), np.int64(155167))",2024_Fawning,0.08473153539292821,2092948.548815669,-4.599693138362819e-08,1.975984533761172e-08,0,8784
"(np.int64(151610), np.int64(155167))",2024_Gestation,0.22911384067680726,7401871.010671976,-2.550211601271508e-08,1.7100275634416788e-08,0,14789
"(np.int64(151610), np.int64(155167))",2024_Lactation,0.026360166300523367,192053.92954537098,-2.909640273938723e-08,8.163141717992037e-09,0,3667
"(np.int64(153659), np.int64(155019))",2024_Gestation,0.0219517148346467,746628.6969498063,-6.234386723480765e-09,4.005525629229304e-09,0,15104
"(np.int64(153659), np.int64(155140))",2024_Fawning,0.08669807544345966,144277.06435518336,-3.3037983671992513e-07,2.975388285611691e-07,0,8784
"(np.int64(153659), np.int64(155140))",2024_Gestation,0.5022692590911895,1889410.1816325937,4.739039226791342e-07,3.583252766365909e-07,58,15104
"(np.int64(153659), np.int64(155140))",2024_Lactation,0.22702432619961413,144690.40398504602,-4.17926063306327e-07,3.467599640694356e-06,17,3754
"(np.int64(153659), np.int64(155143))",2024_Fawning,0.18546520302408548,187960.41345008876,9.70982344040546e-07,2.0647605428331517e-06,7,8784
"(np.int64(153659), np.int64(155143))",2024_Gestation,0.6607326146466643,1889410.1816325937,1.5745047685434058e-06,1.2456018199322137e-06,113,15329
"(np.int64(153659), np.int64(155143))",2024_Lactation,0.3325615173496791,212375.38378837812,1.3267008174227568e-05,4.652207550633897e-06,8,3754
"(np.int64(153659), np.int64(155149))",2024_Gestation,0.020029705692205746,553725.3780292218,-3.825063876855579e-08,1.611359809816296e-08,0,15293
"(np.int64(153659), np.int64(155160))",2024_Gestation,0.04003371499259196,1074289.096447724,-4.968929237238394e-08,3.435844440772277e-08,0,15296
"(np.int64(153659), np.int64(155162))",2024_Gestation,0.3314822320111601,1450891.2146454505,8.370535637917247e-07,1.0503131655134868e-06,30,15116
"(np.int64(153659), np.int64(155164))",2024_Fawning,0.474806705656468,488232.8163591045,-7.050534559706194e-07,5.261618840197317e-06,15,8784
"(np.int64(153659), np.int64(155164))",2024_Gestation,0.5030803738281479,1422291.082395538,-2.8475013237252052e-08,8.752336818581967e-07,19,15293
"(np.int64(153659), np.int64(155164))",2024_Lactation,0.5436173961525597,262305.95864518563,4.735897936936962e-06,6.984139014259361e-06,14,3724
"(np.int64(153659), np.int64(155167))",2024_Gestation,0.10294546003796827,63655.69529222524,-1.860622420314038e-08,2.10658025455979e-08,0,14789
"(np.int64(155019), np.int64(155122))",2024_Gestation,0.00045190540372326565,3130362.6260571554,,,0,15098
"(np.int64(155019), np.int64(155124))",2024_Gestation,0.03245213396497314,9431705.714256661,-2.934694833603544e-09,5.096666603029455e-10,0,15104
"(np.int64(155019), np.int64(155139))",2024_Gestation,0.00095172423467412,94631.6089134265,,,0,15017
"(np.int64(155019), np.int64(155140))",2024_Fawning,0.0009320250113220187,5372.984604653488,,,0,8784
"(np.int64(155019), np.int64(155140))",2024_Gestation,0.15734552806419547,9853895.655239083,2.5454040369409304e-06,5.095179999125703e-09,8,15104
"(np.int64(155019), np.int64(155143))",2024_Gestation,0.052571042276957976,9893850.072383218,-4.6899604519370725e-09,2.155392389372545e-09,0,15104
"(np.int64(155019), np.int64(155144))",2024_Gestation,1.7390501415456928e-14,46614.19237422557,,,0,15080
"(np.int64(155019), np.int64(155145))",2024_Gestation,0.0005233577576972406,4711240.014323543,,,0,15011
"(np.int64(155019), np.int64(155148))",2024_Gestation,0.020560332657322343,277531.4267259198,-9.031257784029731e-09,5.179136311899726e-09,0,15104
"(np.int64(155019), np.int64(155149))",2024_Gestation,0.00036452332148305514,54633.59592636119,,,0,15104
"(np.int64(155019), np.int64(155156))",2024_Gestation,0.007915260260640988,6512970.088702439,-6.654878468505431e-10,8.107556638304152e-11,0,15104
"(np.int64(155019), np.int64(155160))",2024_Gestation,0.003791689981441716,340388.73328947084,-1.314553850261151e-09,3.9418535679595237e-10,0,15104
"(np.int64(155019), np.int64(155161))",2024_Gestation,4.698782473478818e-18,50364.34035349546,,,0,15104
"(np.int64(155019), np.int64(155162))",2024_Gestation,0.0011843290014607267,951977.9919711149,-1.4568192642102383e-11,9.483983639701677e-14,0,15104
"(np.int64(155019), np.int64(155163))",2024_Gestation,0.0012141101432406934,4678325.916420773,,,0,15104
"(np.int64(155019), np.int64(155164))",2024_Fawning,0.017022989837619903,58727.57027469379,-1.6185207876030854e-08,1.1511756558771e-08,0,8784
"(np.int64(155019), np.int64(155164))",2024_Gestation,0.28047645592215104,11403157.742525488,1.2333671891832395e-07,6.495899509134754e-08,4,15104
"(np.int64(155019), np.int64(155166))",2024_Gestation,0.0027512409850957453,7972792.442452403,,,0,15104
"(np.int64(155019), np.int64(155167))",2024_Gestation,0.538824151237931,7866759.422143511,6.04669695921727e-07,6.377033239345163e-08,12,14789
"(np.int64(155122), np.int64(155124))",2024_Gestation,0.20136044841886733,3706900.5375635354,4.1511386017870234e-07,2.10289374002656e-08,12,15098
"(np.int64(155122), np.int64(155140))",2024_Gestation,0.000886163909039444,3421244.8920863117,,,0,15098
"(np.int64(155122), np.int64(155143))",2024_Gestation,1.2076742516124306e-11,39848.00744072192,,,0,15098
"(np.int64(155122), np.int64(155144))",2024_Gestation,0.04591235022870272,2009077.7945839148,-2.658572262089479e-08,1.0359471962766554e-08,0,15080
"(np.int64(155122), np.int64(155145))",2024_Gestation,2.4526589181893004e-11,1262134.9882351356,,,0,15011
"(np.int64(155122), np.int64(155156))",2024_Fawning,0.18332571388301566,645455.081497006,1.8061976100590094e-06,1.8394991854878176e-07,13,8784
"(np.int64(155122), np.int64(155156))",2024_Gestation,0.632372159430219,6263959.790445293,-1.9348372666849876e-07,2.6546581899092265e-07,3,15098
"(np.int64(155122), np.int64(155156))",2024_Lactation,0.18506329399220778,756475.5175546925,-3.5312889022668347e-07,2.969978188236509e-07,0,3697
"(np.int64(155122), np.int64(155161))",2024_Gestation,0.04563497906609755,1909633.6233428237,-1.613662072846416e-08,5.7397207430852796e-09,0,15098
"(np.int64(155122), np.int64(155163))",2024_Gestation,7.57164764147627e-12,1244586.262733868,,,0,15098
"(np.int64(155122), np.int64(155164))",2024_Gestation,5.33520588941125e-11,1.4455210331921386,,,0,15098
"(np.int64(155122), np.int64(155166))",2024_Gestation,6.165941802248056e-06,3297113.9324338287,,,0,15098
"(np.int64(155124), np.int64(155140))",2024_Gestation,0.040659127379281186,3631807.2154074907,-2.675985429447038e-09,5.970108488604099e-10,0,15104
"(np.int64(155124), np.int64(155143))",2024_Gestation,0.008746083490171811,4197413.770429219,-8.262309686805822e-10,3.3877479106217213e-10,0,15158
"(np.int64(155124), np.int64(155144))",2024_Gestation,0.002757908843375925,307605.63543303375,-8.482905606616165e-10,2.8575738283472394e-10,0,15080
"(np.int64(155124), np.int64(155145))",2024_Gestation,0.05481113917697899,3985296.229544566,-1.2332802084233625e-08,4.946306467061793e-09,0,15011
"(np.int64(155124), np.int64(155156))",2024_Fawning,0.4537843507917385,1107489.014544906,7.787614220512988e-07,3.2087816240891146e-07,47,8784
"(np.int64(155124), np.int64(155156))",2024_Gestation,0.6431120475886609,7887951.944342562,-5.8303782297143486e-08,1.5194383585534428e-07,5,15131
"(np.int64(155124), np.int64(155156))",2024_Lactation,0.683107426398692,617333.7527257547,2.3461879973281012e-06,2.3587838448815885e-06,9,3655
"(np.int64(155124), np.int64(155161))",2024_Gestation,0.003271904450166956,312579.7157148954,-6.030289053294921e-10,8.604591837148595e-11,0,15158
"(np.int64(155124), np.int64(155163))",2024_Gestation,0.042936215885992376,3946715.5148317195,-8.632514440058795e-09,3.765137594924542e-09,0,15158
"(np.int64(155124), np.int64(155164))",2024_Gestation,0.02009530724105829,5323585.956590184,-1.9010195850640964e-09,4.5570344275212726e-10,0,15158
"(np.int64(155124), np.int64(155164))",2024_Lactation,0.022923902277627077,945250.4254023127,-2.9216538041522708e-08,8.142427642295705e-09,0,3655
"(np.int64(155124), np.int64(155166))",2024_Gestation,0.0494120930192628,6810880.789383554,-1.2624563058847795e-08,6.193769830240397e-09,0,15158
"(np.int64(155124), np.int64(155167))",2024_Gestation,0.11643134898298538,2989569.195847221,-1.9294977392897997e-08,4.980447233252763e-09,0,14789
"(np.int64(155128), np.int64(155139))",2024_Gestation,0.007883263358413868,175863.7420477608,,,0,3822
"(np.int64(155128), np.int64(155148))",2024_Gestation,0.07800026284607,746118.1804086288,-6.414731366210532e-08,2.3557043965434698e-08,0,3948
"(np.int64(155128), np.int64(155167))",2024_Gestation,0.02952925677430672,5242295.664916862,-1.1642795293443538e-08,1.0109199030870825e-09,0,3594
"(np.int64(155135), np.int64(155138))",2024_Fawning,0.16304134389140457,377006.43441557087,4.775712900088702e-06,6.146835153585965e-07,18,8784
"(np.int64(155135), np.int64(155138))",2024_Gestation,0.03684332558010574,55112.58341924328,-9.981624809250085e-08,2.0090766565771385e-08,0,5795
"(np.int64(155135), np.int64(155141))",2024_Fawning,0.9989992646987211,2189030.324815482,0.0007026886701972929,7.025757682061889e-06,6470,8784
"(np.int64(155135), np.int64(155141))",2024_Gestation,0.9981953734710629,2062517.6520724157,0.0005080713854087609,3.1893091232855973e-06,3636,5795
"(np.int64(155135), np.int64(155141))",2024_Lactation,0.9963307165812304,648892.7934893111,0.0015522520599883928,1.61964351305015e-05,1419,1780
"(np.int64(155135), np.int64(155142))",2024_Fawning,0.8383614832833705,1625007.5456266222,0.00015897801610340802,4.874868241050535e-06,1924,8784
"(np.int64(155135), np.int64(155142))",2024_Gestation,0.5815382426301633,1112185.6613023193,1.3865062562844677e-05,1.158564604101512e-06,94,5795
"(np.int64(155135), np.int64(155142))",2024_Lactation,0.9471037685951665,1060511.526009292,0.0006089495769452406,9.669580897918235e-06,695,1780
"(np.int64(155135), np.int64(155150))",2024_Fawning,0.15219242413187303,440605.0068038762,2.8835835426060174e-06,1.0148596855226022e-06,16,8784
"(np.int64(155135), np.int64(155150))",2024_Gestation,0.14489138745761934,630279.5254475453,6.503373077745632e-07,1.2616308569200388e-07,1,5795
"(np.int64(155135), np.int64(155150))",2024_Lactation,0.3149607677606189,349536.26993989566,-4.060135032152955e-06,2.552079266941781e-06,0,1780
"(np.int64(155138), np.int64(155141))",2024_Fawning,0.16333035750467934,373202.18118076894,6.49770026998409e-06,6.15657798439091e-07,21,8784
"(np.int64(155138), np.int64(155141))",2024_Gestation,0.04877390782299239,951392.0629211124,-5.532017375034856e-08,8.37739542547222e-09,0,6797
"(np.int64(155138), np.int64(155142))",2024_Fawning,0.1586746231461614,555677.463856451,1.7101687175900153e-06,5.145383268752567e-07,23,8784
"(np.int64(155138), np.int64(155142))",2024_Gestation,0.02636978978998151,334033.3124464488,-3.3129856715982954e-08,5.308111102392396e-09,0,8177
"(np.int64(155138), np.int64(155142))",2024_Lactation,0.034372346525498254,7407.603181951466,-2.3075709468388265e-07,3.5938510640116865e-07,0,3745
"(np.int64(155138), np.int64(155150))",2024_Fawning,0.03560933464579985,380162.3965686014,-9.57802887141897e-08,8.369111832117847e-08,0,8784
"(np.int64(155138), np.int64(155150))",2024_Gestation,0.028636179684508,299424.818371017,-3.5205072923135615e-08,6.638563419565091e-09,0,8177
"(np.int64(155139), np.int64(155145))",2024_Fawning,0.07694850065647801,59055.466170950785,-1.893404028244207e-06,1.3558240885372344e-06,0,7966
"(np.int64(155139), np.int64(155145))",2024_Gestation,0.31429732558123435,2066014.542018688,1.193181855855638e-08,1.6069199764130615e-07,3,15011
"(np.int64(155139), np.int64(155148))",2024_Fawning,0.0688714805686897,49025.805960912214,-2.9500761063285167e-07,4.685773355694156e-07,0,7966
"(np.int64(155139), np.int64(155148))",2024_Gestation,0.11246987334891406,1151257.3983085963,-4.7130886760873746e-08,4.8263322341994254e-08,0,15017
"(np.int64(155139), np.int64(155163))",2024_Gestation,0.2985312524924634,2054153.1416461088,1.0149678618633166e-07,1.2693931005560304e-07,3,15017
"(np.int64(155139), np.int64(155164))",2024_Gestation,0.00035535537428383696,464633.1627331236,,,0,15017
"(np.int64(155139), np.int64(155166))",2024_Fawning,0.010021054968727287,624.5183807792782,-7.957244054740183e-08,6.668894800205969e-08,0,7966
"(np.int64(155139), np.int64(155166))",2024_Gestation,0.2891358180767598,4596265.403385296,-6.721538829327841e-08,7.917622104090939e-08,3,15017
"(np.int64(155139), np.int64(155167))",2024_Gestation,0.27686212898568174,5326183.721290913,2.0990096528804427e-07,1.412251057432677e-08,1,14789
"(np.int64(155140), np.int64(155143))",2024_Fawning,0.13067388208122208,352292.22700861597,-2.3449590667773829e-07,2.1241222929538974e-07,0,8784
"(np.int64(155140), np.int64(155143))",2024_Gestation,0.5079594352824021,10617575.230048629,2.3523312172945396e-07,2.432487059645644e-07,30,15104
"(np.int64(155140), np.int64(155143))",2024_Lactation,0.23902640211267537,181174.88493473746,-6.000561953926161e-07,1.1344088141638358e-06,1,3757
"(np.int64(155140), np.int64(155144))",2024_Gestation,0.0011853778272273708,3897415.1496919226,,,0,15080
"(np.int64(155140), np.int64(155145))",2024_Gestation,0.008125732578674699,1194861.262299245,,,0,15011
"(np.int64(155140), np.int64(155149))",2024_Gestation,0.25158848155412056,2534564.5748174535,1.6701819066563552e-07,9.118317949392869e-08,7,15104
"(np.int64(155140), np.int64(155154))",2024_Gestation,0.33038002564836,1086420.6504927322,2.338854500511394e-06,3.1591753995167154e-07,16,7095
"(np.int64(155140), np.int64(155156))",2024_Gestation,0.013835923109268502,6113803.909277778,-1.6174646731224594e-10,6.190123425381237e-12,0,15104
"(np.int64(155140), np.int64(155159))",2024_Gestation,0.041427801545984154,2144374.908046869,-6.639461455887009e-09,3.300278669503842e-09,0,15104
"(np.int64(155140), np.int64(155160))",2024_Gestation,0.2631997866029668,2770519.885720164,5.127847232072363e-07,9.930618749100926e-08,22,15104
"(np.int64(155140), np.int64(155161))",2024_Gestation,0.0010359135049884916,3852059.317093229,,,0,15104
"(np.int64(155140), np.int64(155162))",2024_Fawning,0.20062175179671105,489883.96481976233,9.943514617749318e-07,8.004394994629439e-07,2,8784
"(np.int64(155140), np.int64(155162))",2024_Gestation,0.6212201311678514,3382757.2339997487,1.1928554404087417e-06,5.115435441927783e-07,66,15104
"(np.int64(155140), np.int64(155162))",2024_Lactation,0.3544572679036082,622439.9034054382,2.3439688943806197e-06,9.444954849922374e-07,4,3736
"(np.int64(155140), np.int64(155163))",2024_Gestation,0.008986193486898008,1177303.0618455287,,,0,15104
"(np.int64(155140), np.int64(155164))",2024_Fawning,0.03267168951788793,63584.40132474109,-4.5777529121252475e-08,4.927032697262479e-08,0,8784
"(np.int64(155140), np.int64(155164))",2024_Gestation,0.3412092020453203,7423286.936163749,-2.6014701019517567e-08,9.250212707779565e-08,16,15104
"(np.int64(155140), np.int64(155164))",2024_Lactation,0.22755544831160548,3948.618633480654,-2.2432253657400067e-07,6.98763365593694e-07,0,3724
"(np.int64(155140), np.int64(155166))",2024_Gestation,0.009098723813216575,2074051.6865601651,,,0,15104
"(np.int64(155140), np.int64(155167))",2024_Gestation,0.2078604006989381,3383599.6278444687,-4.494148019285979e-09,1.8387443662733783e-09,0,14789
"(np.int64(155141), np.int64(155142))",2024_Fawning,0.8355164889300455,1831475.1188161494,0.00016497207636539263,4.958582237079754e-06,1918,8784
"(np.int64(155141), np.int64(155142))",2024_Gestation,0.6391268587896415,1896523.5332811922,3.097492994153807e-05,9.538183834473096e-07,259,6797
"(np.int64(155141), np.int64(155142))",2024_Lactation,0.9295692268785052,674019.1555529874,0.0005092930941632189,1.4455107271729143e-05,1185,3739
"(np.int64(155141), np.int64(155150))",2024_Fawning,0.15987526523733372,425024.1255536635,2.9901462038326698e-06,9.28678405611372e-07,20,8784
"(np.int64(155141), np.int64(155150))",2024_Gestation,0.22411777385301815,1365531.587213086,1.8981851087010261e-06,1.4091700962685057e-07,5,6797
"(np.int64(155141), np.int64(155150))",2024_Lactation,0.2713099179139026,245917.56529640048,1.2606627150413363e-06,2.6401821960792284e-06,8,3739
"(np.int64(155142), np.int64(155150))",2024_Fawning,0.4250760372692457,972248.6524958404,7.354400163397215e-06,1.7810118558357108e-06,119,8784
"(np.int64(155142), np.int64(155150))",2024_Gestation,0.7415107308817283,3411181.906225666,2.127631985003701e-06,4.3823844191848107e-07,102,10493
"(np.int64(155142), np.int64(155150))",2024_Lactation,0.4836635706595128,920056.4416173232,7.079544295753742e-06,3.6691231734540684e-06,58,3745
"(np.int64(155143), np.int64(155145))",2024_Gestation,0.000278199946481572,2390233.0448360257,,,0,15011
"(np.int64(155143), np.int64(155149))",2024_Gestation,0.024796995018884296,927013.9305526577,-2.2380020552170543e-08,1.3183028922273063e-08,0,15293
"(np.int64(155143), np.int64(155154))",2024_Gestation,0.03548342578148799,152349.02051752657,,,0,7320
"(np.int64(155143), np.int64(155156))",2024_Gestation,0.0017518592020536186,2511211.9069454717,-2.7659905993452866e-10,1.7687883838327112e-11,0,15131
"(np.int64(155143), np.int64(155160))",2024_Gestation,0.023301289399762472,1536186.3594850593,-1.486891416132602e-08,1.0205332357561172e-08,0,15296
"(np.int64(155143), np.int64(155162))",2024_Fawning,0.02116507588242176,1232.8030050809066,-2.9232074885354867e-07,4.3882186427347607e-07,0,8784
"(np.int64(155143), np.int64(155162))",2024_Gestation,0.29554289856690175,2271230.9042159687,-2.3939655733711005e-07,3.850185828668317e-07,1,15116
"(np.int64(155143), np.int64(155162))",2024_Lactation,0.09274331374789596,38211.48978958355,-8.244633593756154e-07,1.039018879314699e-06,0,3736
"(np.int64(155143), np.int64(155163))",2024_Gestation,0.00026201403906965043,2363812.211283491,,,0,15191
"(np.int64(155143), np.int64(155164))",2024_Fawning,0.23642017197609405,212469.22860409506,4.682756544730945e-06,2.6735731763280396e-06,4,8784
"(np.int64(155143), np.int64(155164))",2024_Gestation,0.7207869058471412,10338359.891447945,2.280800426447176e-06,5.323628170550462e-07,89,15293
"(np.int64(155143), np.int64(155164))",2024_Lactation,0.5216144479882558,1212591.6150120357,8.525435021030432e-07,1.7439314982163723e-06,5,3724
"(np.int64(155143), np.int64(155166))",2024_Gestation,0.00032585200431146336,3346913.030193938,,,0,15164
"(np.int64(155143), np.int64(155167))",2024_Gestation,0.14833111883831554,4200859.058141447,-1.2505964652601107e-08,5.8435878963611475e-09,1,14789
"(np.int64(155144), np.int64(155156))",2024_Gestation,0.02770531101390344,2674772.56576501,-1.2774051576514684e-08,2.6111467835389874e-09,0,15080
"(np.int64(155144), np.int64(155161))",2024_Fawning,0.616844119304512,853829.456387266,0.00012737484666296915,3.735772746541218e-06,986,8784
"(np.int64(155144), np.int64(155161))",2024_Gestation,0.9821140634856431,3772555.080933469,0.0002626907912261835,1.756654992284582e-06,7410,15080
"(np.int64(155144), np.int64(155161))",2024_Lactation,0.9420984152253381,1582327.0492945267,0.00016478006960008595,3.151644108036688e-06,904,3706
"(np.int64(155145), np.int64(155148))",2024_Gestation,0.009839938270678658,214123.82767607397,-3.3290752488498434e-10,4.010522366815936e-11,0,15011
"(np.int64(155145), np.int64(155148))",2024_Lactation,0.026040924621214618,80639.92099495749,-1.6618874060626663e-07,6.313795615794552e-08,0,3694
"(np.int64(155145), np.int64(155156))",2024_Gestation,0.013958636530553492,2638052.6223959713,-1.635380575436542e-08,1.0378609477279128e-08,0,15011
"(np.int64(155145), np.int64(155163))",2024_Fawning,0.60317133596643,445383.2975308146,1.062820735001291e-05,5.21000237186042e-06,131,8784
"(np.int64(155145), np.int64(155163))",2024_Gestation,0.9941499475606019,7349087.965288204,0.00023804036240848472,1.6310644370661537e-06,7543,15011
"(np.int64(155145), np.int64(155163))",2024_Lactation,0.5598574019748265,684193.2291573773,1.5243756786768018e-05,7.4593924214548444e-06,86,3694
"(np.int64(155145), np.int64(155164))",2024_Gestation,0.004360291092557658,4078640.9142314354,-4.11615364436681e-09,1.7309545869419926e-09,0,15011
"(np.int64(155145), np.int64(155166))",2024_Fawning,0.3704095656251035,535804.6513670762,1.474834056362762e-06,5.43954016506579e-06,58,8784
"(np.int64(155145), np.int64(155166))",2024_Gestation,0.946798778924526,7460682.228217828,1.041146051046678e-05,1.2180777240757918e-06,398,15011
"(np.int64(155145), np.int64(155166))",2024_Lactation,0.4034249652069649,697692.1877278523,-1.2249174491860017e-05,1.6382241340205297e-05,17,3694
"(np.int64(155145), np.int64(155167))",2024_Gestation,0.33588968400677366,4931686.29981984,5.9818290246629155e-09,9.961704119212701e-09,1,14789
"(np.int64(155148), np.int64(155163))",2024_Gestation,0.008243011677522975,218108.1584119927,-3.099116885320857e-10,1.4967748948264907e-11,0,15191
"(np.int64(155148), np.int64(155164))",2024_Gestation,0.008464679585416036,387259.4437292892,-2.0923152822891964e-09,3.2030143241028543e-10,0,15293
"(np.int64(155148), np.int64(155166))",2024_Gestation,0.05286885823454514,1950329.6918611792,-1.195536402768007e-08,5.241923628415779e-09,0,15164
"(np.int64(155148), np.int64(155167))",2024_Gestation,0.17468675639940717,5870183.075266154,1.342199309614789e-07,6.057107762910647e-09,1,14789
"(np.int64(155149), np.int64(155154))",2024_Gestation,0.2933167956231525,822060.6585203939,1.246989005030149e-06,8.252402038862955e-07,26,7284
"(np.int64(155149), np.int64(155159))",2024_Gestation,0.03099919487683194,225352.17717753438,-1.5276784916195115e-08,1.1630071615128899e-08,0,15140
"(np.int64(155149), np.int64(155160))",2024_Fawning,0.26775911816497167,311352.11167383177,-6.966707747667169e-07,1.0990422757022427e-06,40,8784
"(np.int64(155149), np.int64(155160))",2024_Gestation,0.5156487330094448,2029883.8010003162,2.4057469361247177e-06,1.775498047316021e-06,110,15293
"(np.int64(155149), np.int64(155162))",2024_Gestation,0.09173419443421568,1526578.550708825,-8.563686546795556e-08,8.883940312267496e-08,0,15116
"(np.int64(155149), np.int64(155164))",2024_Gestation,0.018066337776093552,267165.7689591557,1.3543623034019295e-06,2.937599267733964e-08,1,15293
"(np.int64(155154), np.int64(155159))",2024_Gestation,0.07833267311793228,77678.20564029561,-3.424587031436969e-07,4.741728413684211e-07,0,7131
"(np.int64(155154), np.int64(155160))",2024_Gestation,0.12184362059578656,613087.4076051575,-3.9410240176553026e-07,5.050688827430068e-07,0,7287
"(np.int64(155154), np.int64(155162))",2024_Gestation,0.36468004824381706,674432.5433559625,1.5421124531161439e-06,2.3107164975450722e-06,28,7107
"(np.int64(155155), np.int64(155165))",2024_Gestation,0.007805201378194401,17278.079934072728,-1.0659772570812477e-08,4.814104297851617e-09,0,12009
"(np.int64(155155), np.int64(155167))",2024_Gestation,0.09373327218637029,1642992.512152199,-1.1359837881595595e-07,6.84989309576306e-08,0,11916
"(np.int64(155156), np.int64(155161))",2024_Gestation,0.03066204426007123,2583379.2235421794,-2.7341710537195496e-08,6.306818860703109e-09,0,15131
"(np.int64(155156), np.int64(155163))",2024_Gestation,0.017811866088234436,2623275.119647031,-1.4358843892787155e-08,9.207679528363414e-09,0,15131
"(np.int64(155156), np.int64(155164))",2024_Gestation,0.004022633650305842,2065680.981705755,-1.163677447731794e-09,3.1321141873980726e-10,0,15131
"(np.int64(155156), np.int64(155166))",2024_Gestation,0.03290679785228036,4473531.160318046,-2.2306623256491703e-08,2.0987021439151075e-08,0,15131
"(np.int64(155156), np.int64(155167))",2024_Gestation,0.017767161791978757,283310.6775516329,,,0,14789
"(np.int64(155160), np.int64(155162))",2024_Gestation,0.08185881056148486,1816626.8191228318,3.216023786249261e-07,9.823251235320715e-08,5,15116
"(np.int64(155160), np.int64(155164))",2024_Gestation,0.022320908684753275,751171.7106382069,-1.051173796419065e-08,6.0739807356818584e-09,0,15293
"(np.int64(155160), np.int64(155167))",2024_Gestation,0.014669949969676624,48562.14612305307,-2.042824607850203e-09,1.2517065053735151e-09,0,14789
"(np.int64(155162), np.int64(155164))",2024_Gestation,0.049587795238592275,1369593.7775597735,-1.7834994238807035e-08,1.1869735978412082e-08,0,15116
"(np.int64(155162), np.int64(155167))",2024_Gestation,0.030735790654420912,104247.89340899265,-5.650760659917456e-13,6.793796437308811e-17,0,14789
"(np.int64(155163), np.int64(155164))",2024_Gestation,0.003969406302762896,4040191.89294295,-2.995690730999659e-09,1.1288965864740155e-09,0,15191
"(np.int64(155163), np.int64(155166))",2024_Fawning,0.36608634115742744,570355.5057859573,4.382761674581507e-06,2.645241449047172e-06,122,8784
"(np.int64(155163), np.int64(155166))",2024_Gestation,0.9578120834371753,7387632.951556661,1.2435991933803136e-05,1.3119000147380178e-06,491,15164
"(np.int64(155163), np.int64(155166))",2024_Lactation,0.643259804180976,544239.9000230492,-1.9901860961893318e-06,7.260375557314377e-06,16,3724
"(np.int64(155163), np.int64(155167))",2024_Gestation,0.3364255077835709,4872066.2391599715,-1.7849100804014237e-08,1.0049320964501006e-08,0,14789
"(np.int64(155164), np.int64(155166))",2024_Gestation,0.004492321573163959,5261469.666938149,,,0,15164
"(np.int64(155164), np.int64(155167))",2024_Gestation,0.32305131157155553,9030587.73936379,8.832906362836436e-09,1.968443373577963e-08,1,14789
"(np.int64(155165), np.int64(155167))",2024_Gestation,0.17481211804801813,4920335.27538549,8.840935698232915e-08,1.5363719986921948e-08,1,14559
"(np.int64(155166), np.int64(155167))",2024_Gestation,0.3890175198088149,10162443.616827585,-2.4498234071213376e-08,2.3094786000998328e-08,0,14789
